Customer ID,Recency,Frequency,Monetary,Monetary_log
12467.0,423,1,132.8,4.896346147694128
12468.0,188,5,3670.74,8.208420943133293
12469.0,523,2,3070.54,8.029934343472139
12470.0,690,1,211.95,5.3610573963692225
12471.0,2,79,39963.79,10.595754095448541
12472.0,32,19,17880.59,9.791526970948304
12473.0,29,5,3938.5499999999997,8.278821782571185
12474.0,17,31,12424.45,9.427502067612823
12475.0,54,2,1149.64,7.048073588295634
12476.0,16,23,14115.41,9.555093229428618
12477.0,23,9,20276.37,9.917260764877222
12478.0,4,1,680.99,6.525014994979364
12479.0,11,1,527.2,6.269474999863032
12480.0,28,7,5464.85,8.606274923740443
12481.0,23,15,12361.39,9.422414078014738
12482.0,576,29,23691.4,10.072909600590481
12483.0,17,19,5120.58,8.541218264178296
12484.0,33,12,6370.15,8.759535266023915
12485.0,529,1,708.1,6.563996560309951
12486.0,432,1,1037.28,6.945320776868279
12487.0,731,1,285.29999999999995,5.657040212104069
12488.0,10,3,1298.66,7.169857970780942
12489.0,336,1,334.93,5.816902804925467
12490.0,5,21,9823.64,9.192648794844782
12491.0,39,1,460.40000000000003,6.134265345739653
12492.0,63,3,715.21,6.573973420047142
12493.0,166,2,433.74,6.0747481512447195
12494.0,16,9,1872.8700000000001,7.535761090061292
12495.0,641,1,357.4,5.881649681100775
12496.0,620,2,54.09,4.008968211484625
12497.0,82,3,6248.5,8.740256739530276
12498.0,21,3,403.70000000000005,6.00314605188182
12499.0,560,1,393.72,5.9781766527810465
12500.0,23,19,5955.21,8.692189651745124
12501.0,337,1,2169.39,7.682662153888476
12502.0,96,5,3723.87,8.222787230875806
12503.0,584,1,1126.0,7.027314514039777
12504.0,18,4,779.05,6.659358020193259
12505.0,409,1,955.2,6.862967096192003
12506.0,233,1,73.5,4.310799125385514
12507.0,134,4,1844.06,7.520267076271057
12508.0,26,2,398.27,5.989637879766574
12509.0,284,1,176.5,5.178970608915471
12510.0,143,9,5178.02,8.552371128165808
12511.0,429,1,3084.02,8.034313419300645
12512.0,66,2,138.03,4.9346897371814515
12513.0,113,1,612.29,6.418837907265026
12514.0,267,2,1597.76,7.3769836077601205
12515.0,353,1,383.7,5.95246380975825
12516.0,78,4,2648.62,7.882171512471631
12517.0,28,5,2502.84,7.825580832414862
12518.0,1,5,2056.89,7.629436465014086
12519.0,64,2,726.54,6.589668980352017
12520.0,79,5,2634.26,7.876737127834484
12521.0,143,1,599.68,6.39806234681208
12522.0,39,2,192.72,5.266413817535028
12523.0,19,23,4372.15,8.383238852219565
12524.0,9,17,11126.11,9.317139751972052
12525.0,498,3,973.73,6.882160509570649
12526.0,1,3,1316.66,7.183612715167257
12527.0,82,5,735.51,6.601922813543027
12528.0,9,6,1933.48,7.567593835498341
12529.0,528,1,316.48,5.760414824222675
12530.0,60,9,3759.26,8.232243382929433
12531.0,15,2,1933.2,7.567449083282863
12532.0,30,1,349.83000000000004,5.860301775655642
12533.0,628,2,1367.89,7.221755471439273
12534.0,131,1,1089.18,6.9940980992041535
12535.0,92,2,716.35,6.575563866544399
12536.0,43,3,12601.830000000002,9.441676670894656
12537.0,409,1,732.94,6.598427281404094
12538.0,29,2,640.45,6.463731238695349
12539.0,22,7,11214.75,9.325074319439649
12540.0,20,33,22254.49,10.010343998731724
12541.0,30,3,981.18,6.889774590946187
12542.0,484,2,481.88,6.179768175579484
12543.0,448,1,980.25,6.888827269096618
12544.0,36,1,372.7,5.923453336491439
12545.0,75,2,1000.39,6.9091443138264115
12546.0,47,2,1161.5,7.058328137461511
12547.0,198,3,383.58,5.952151829722441
12548.0,166,1,95.19999999999999,4.566429357671661
12549.0,576,6,1575.68,7.363076649441731
12550.0,79,1,964.83,6.872987835288763
12551.0,358,1,168.0,5.1298987149230735
12552.0,39,2,437.82,6.084089306213804
12553.0,8,12,4608.75,8.435928904585275
12554.0,449,1,468.5,6.1516682986483175
12555.0,682,1,129.23,4.869302117979612
12556.0,50,2,603.71,6.404749004268278
12557.0,16,8,18716.14,9.837194960582092
12558.0,8,1,269.96,5.601971208509516
12559.0,311,2,561.71,6.33276439774036
12560.0,5,3,2134.01,7.666226609492505
12561.0,303,1,238.85,5.480013727948073
12562.0,8,9,4966.92,8.510756520424078
12563.0,409,1,249.24,5.522420457356946
12564.0,261,1,456.9,6.12665081966305
12565.0,289,1,145.92,4.989888220951467
12566.0,86,1,351.65,5.865476063654188
12567.0,23,15,13709.86,9.525943498524859
12568.0,645,1,70.0,4.2626798770413155
12569.0,2,32,4124.69,8.324988557507531
12570.0,682,1,77.52,4.3633533694082605
12571.0,40,2,519.61,6.255001200981438
12572.0,9,2,1020.42,6.928949094989139
12573.0,227,5,717.41,6.577040436712936
12574.0,316,1,218.45,5.391124416134243
12575.0,457,2,622.8199999999999,6.435861865217934
12576.0,36,8,2142.72,7.670297916647234
12577.0,35,8,1653.75,7.4114052189990325
12578.0,21,4,4642.45,8.443212903418239
12579.0,78,1,440.42,6.0899968031722285
12580.0,247,2,1052.9,6.960252847939891
12581.0,40,1,197.71,5.291846475417725
12582.0,239,4,1980.4,7.59155894453893
12583.0,3,27,14447.44,9.578341729235134
12584.0,4,9,2338.15,7.757542894498013
12585.0,234,2,2040.1,7.621244157199997
12586.0,17,4,2062.67,7.632241230097758
12587.0,8,1,144.0,4.976733742420574
12588.0,39,4,958.78,6.866704091532522
12589.0,29,8,4695.66,8.454606896777193
12590.0,211,2,9864.26,9.196774773912752
12591.0,317,3,1352.15,7.210190486770758
12592.0,92,5,2582.66,7.856962277297855
12593.0,109,3,418.09999999999997,6.038109554931026
12594.0,38,15,5090.110000000001,8.535251160425936
12595.0,505,1,299.02,5.703849139100744
12596.0,51,2,618.27,6.428541364981557
12597.0,19,4,3811.22,8.245966975595675
12598.0,10,11,4534.09,8.419600207997298
12599.0,29,13,2296.72,7.739672605902305
12600.0,29,21,5043.92,8.526137075377541
12601.0,190,6,681.26,6.525410816864686
12602.0,59,1,153.12,5.037731519757957
12603.0,22,1,739.1999999999999,6.606920419952056
12604.0,79,2,254.18,5.541969178493598
12605.0,376,4,1232.95,7.117975685005857
12606.0,682,1,21.0,3.091042453358316
12607.0,60,1,1579.51,7.3655028587473295
12608.0,405,1,415.79,6.03258249782888
12609.0,78,9,3435.86,8.14231354282266
12610.0,23,5,2099.54,7.6499497335130995
12611.0,52,1,1193.32,7.085332264745334
12612.0,74,1,704.0400000000001,6.558254538791405
12613.0,57,10,6835.07,8.829968284089432
12614.0,278,1,315.6,5.757639147446912
12615.0,2,8,5740.98,8.655559377568013
12616.0,95,3,1131.1,7.031829594084064
12617.0,29,1,355.53,5.876418387786464
12618.0,22,1,177.31,5.183523608545955
12619.0,16,10,3781.38,8.238108720109691
12620.0,15,3,1339.41,7.20073081629489
12621.0,2,35,24775.81,10.117663414047277
12622.0,232,1,180.1,5.199049364889368
12623.0,276,7,3747.84,8.229201737777698
12624.0,106,2,641.13,6.464790775403018
12625.0,212,4,5164.88,8.549830744582277
12626.0,23,9,6620.48,8.798074188898816
12627.0,11,7,4478.53,8.407273409191232
12628.0,4,3,786.46,6.668812575758953
12629.0,386,2,1558.22,7.3519409752019005
12630.0,10,2,1270.88,7.1482513998271635
12631.0,57,6,3481.57,8.155525805954461
12632.0,521,2,804.88,6.691934848047708
12633.0,59,7,5678.16,8.644558613454844
12634.0,536,2,490.0,6.19644412779452
12635.0,90,4,2930.41,7.983238814926674
12636.0,739,1,141.0,4.955827057601261
12637.0,67,12,8340.31,9.028975557358438
12638.0,33,2,921.49,6.827076535747527
12639.0,239,3,1312.37,7.180351632015873
12640.0,24,3,1174.58,7.06951692181073
12641.0,115,1,185.9,5.230573714461517
12642.0,25,3,1013.26,6.9219145615400475
12643.0,128,12,8350.42,9.030186863266598
12644.0,130,4,1918.49,7.559814804737258
12645.0,34,8,3539.3,8.171966748299813
12646.0,5,2,1346.97,7.206355036031724
12647.0,22,36,17924.35,9.793971191079148
12648.0,155,4,1112.0,7.014814351275545
12649.0,107,8,2294.65,7.738771306795058
12650.0,3,1,314.44,5.753968489569372
12651.0,335,4,377.75,5.9368763568235785
12652.0,331,2,1017.03,6.925624666224383
12653.0,149,3,4160.83,8.333710160372133
12654.0,11,5,601.98,6.401884028681278
12655.0,424,1,261.35,5.569679490132721
12656.0,17,8,6407.83,8.765432005953489
12657.0,11,4,1643.18,7.4049970586737315
12658.0,19,1,686.05,6.532407069777784
12659.0,30,1,91.68,4.529152699564175
12660.0,11,1,245.1,5.50573795739701
12661.0,436,1,162.0,5.093750200806762
12662.0,1,20,6988.02,8.852095625112755
12663.0,625,2,239.4,5.4823042026610525
12664.0,8,11,6070.04,8.711285203809107
12665.0,325,3,313.6,5.751301990624177
12666.0,394,1,1248.42,7.130434722615036
12667.0,58,1,620.13,6.431540399799522
12668.0,12,10,11444.68,9.345367645213216
12669.0,151,3,2744.0299999999997,7.917547282845659
12670.0,10,7,3760.29,8.232517262650086
12671.0,606,1,2622.481,7.872257340866884
12672.0,330,2,437.05,6.082333059112373
12673.0,5,3,1230.02,7.115598373006169
12674.0,39,4,1970.6,7.586600674831223
12675.0,554,2,958.5,6.8664123154477545
12676.0,25,11,2843.09,7.952998435992042
12677.0,555,2,395.1,5.981666704627871
12678.0,42,21,34281.18,10.44238096462203
12679.0,59,4,1113.02,7.015730373647435
12680.0,1,4,880.81,6.781976613299544
12681.0,15,45,30868.28,10.337516793609044
12682.0,4,52,24033.91,10.087262635781837
12683.0,4,21,12696.78,9.449182454017226
12684.0,8,7,2283.63,7.733959364615189
12685.0,28,6,2863.08,7.960002460651312
12686.0,372,1,178.28,5.188948829492672
12687.0,481,2,2138.91,7.668519051056749
12688.0,114,1,4873.8099999999995,8.491836408313453
12689.0,26,2,1247.61,7.1297862115656185
12690.0,206,1,389.01,5.966172379820607
12691.0,28,7,1170.4,7.065954893655682
12692.0,637,1,110.95,4.718052343044764
12693.0,127,7,1703.02,7.4407454444095835
12694.0,70,3,1843.35,7.519882190878127
12695.0,7,7,1407.1200000000001,7.2500107603590775
12696.0,435,2,851.91,6.748654031960281
12697.0,29,3,957.59,6.865463454791294
12698.0,590,1,339.75,5.831149070576642
12699.0,418,1,638.11,6.460076583537422
12700.0,8,4,4939.99,8.505320994961897
12701.0,80,6,2446.41,7.802785601512003
12702.0,20,1,219.0,5.393627546352362
12703.0,71,4,1006.53,6.915257070052459
12704.0,7,8,2340.84,7.758692224146705
12705.0,15,14,11762.1,9.372722792156985
12707.0,292,1,603.42,6.404269320519532
12708.0,30,18,5314.1,8.5783071052745
12709.0,15,34,31093.34,10.344781088035354
12710.0,97,3,1149.02,7.047534612510416
12711.0,612,2,1339.05,7.200462205681664
12712.0,29,21,7193.66,8.881094363166692
12713.0,1,1,848.55,6.744706797531768
12714.0,9,12,14093.71,9.553554828664682
12715.0,106,1,353.86,5.871723345495433
12716.0,4,2,1053.49,6.960812516706486
12717.0,151,3,1308.91,7.17771371154501
12718.0,71,1,238.25,5.477509030333064
12719.0,5,2,644.95,6.47072210140631
12720.0,3,30,8260.67,9.019382025256323
12721.0,32,8,4013.08,8.297563459401823
12722.0,85,4,997.63,6.906384339674138
12723.0,4,5,725.07,6.587646428909591
12724.0,5,7,2317.52,7.748684330061293
12725.0,371,4,2694.56,7.899361253965079
12726.0,28,11,4014.6,8.297942054817371
12727.0,11,10,5679.53,8.644799817221259
12728.0,71,5,1070.17,6.97650678801018
12729.0,114,1,453.01,6.118119224230488
12730.0,522,1,829.25,6.721726860256856
12731.0,24,17,25775.71,10.157226650040503
12732.0,180,1,236.26000000000002,5.469156586232957
12733.0,234,4,2424.87,7.793945501918165
12734.0,353,3,639.65,6.462483285955585
12735.0,315,2,779.5699999999999,6.660024422032584
12736.0,333,1,234.0,5.459585514144159
12737.0,499,2,3710.5,8.219191386557602
12738.0,372,1,310.7,5.7420411867732915
12739.0,78,4,2726.73,7.911225040458104
12740.0,64,1,427.6,6.060524083039477
12741.0,529,2,406.07,6.008985160825971
12742.0,626,1,1201.52,7.092174633858238
12743.0,134,2,546.43,6.305234599635373
12744.0,52,11,25317.06,10.139273254049405
12745.0,487,3,925.41,6.8313169012337
12746.0,541,1,254.55,5.543418085214289
12747.0,2,26,9276.539999999999,9.135351704431791
12748.0,1,337,56599.39,10.9437711546269
12749.0,4,9,6897.36,8.839038981175287
12750.0,129,1,275.88,5.623584199327089
12751.0,445,1,268.27,5.595714593686387
12752.0,81,1,4366.78,8.38201014985595
12753.0,23,6,21429.39,9.972565287088774
12754.0,236,3,3010.74,8.010273263812737
12755.0,281,11,9030.66,9.108491461188263
12756.0,87,1,112.07999999999998,4.72809553282539
12757.0,16,13,7857.1,8.969300125921881
12758.0,117,7,9903.24,9.200718227264051
12759.0,52,8,5020.74,8.521531766174993
12760.0,456,1,347.8,5.8544986920348245
12761.0,458,2,782.95,6.664345242806459
12762.0,8,2,1898.52,7.549356501658852
12763.0,138,2,814.16,6.703384412991211
12764.0,317,1,1693.88,7.435367220848186
12765.0,472,6,1404.58,7.248205307972568
12766.0,4,9,10068.28,9.217244483652921
12767.0,376,1,949.82,6.857324770182772
12768.0,451,1,168.69000000000003,5.133973242984735
12769.0,239,1,1143.6,7.042810509975002
12770.0,211,2,3246.45,8.085625351967414
12771.0,486,1,282.3,5.646506406836471
12772.0,60,1,892.47,6.795112758210396
12773.0,564,1,124.25,4.830311739964974
12774.0,536,1,98.7,4.602165676967792
12775.0,17,7,1686.12,7.430778212203509
12776.0,668,1,55.5,4.034240638152395
12777.0,458,1,519.45,6.254693821961477
12778.0,20,9,1775.68,7.482501733154052
12779.0,38,14,6722.2699999999995,8.81332992230519
12780.0,599,1,337.4,5.824228627732068
12781.0,64,2,826.74,6.718699095412067
12782.0,5,11,4618.24,8.437985468379317
12783.0,2,6,2225.91,7.708370253328926
12784.0,9,3,1804.75,7.4987312969309565
12785.0,364,3,1100.4,7.004337376828381
12786.0,610,1,728.5,6.592359367962841
12787.0,10,4,862.18,6.760623244074023
12788.0,463,4,444.9,6.100094711633431
12789.0,65,3,273.35,5.614404663504985
12790.0,192,2,591.85,6.38494141590408
12791.0,374,6,1056.1100000000001,6.96329404857284
12792.0,257,2,827.01,6.719025231607016
12793.0,335,3,1017.33,6.925919309609807
12794.0,53,2,860.41,6.758570581561217
12795.0,19,1,430.48,6.067221159507229
12796.0,628,1,381.0,5.945420608606575
12797.0,366,2,806.11,6.69345996629198
12798.0,10,4,8510.93,9.049223987863401
12799.0,529,1,219.35,5.395217191287996
12800.0,470,3,584.25,6.3720391063710204
12801.0,501,1,1071.82,6.978045974597571
12802.0,187,7,2416.42,7.7904561347426675
12803.0,393,1,1092.81,6.997422293310083
12804.0,466,2,327.02,5.793074582134963
12805.0,382,4,1434.95,7.269581930060472
12806.0,435,4,2878.96,7.9655316841446515
12807.0,383,1,330.35,5.803175218534236
12808.0,37,5,906.1,6.810252697620898
12809.0,178,3,1755.94,7.471328938486188
12810.0,535,2,534.99,6.284115504180345
12811.0,261,5,1033.9,6.942060082674128
12812.0,45,1,229.64000000000001,5.440858053330147
12813.0,502,3,1687.8,7.4317734965341105
12814.0,102,1,125.92,4.843556966714995
12815.0,148,2,1063.46,6.970222907300612
12816.0,96,2,572.2,6.351234695954017
12817.0,281,3,690.98,6.539557053465902
12818.0,262,1,1542.08,7.341535698070348
12819.0,458,1,540.52,6.294380000200352
12820.0,3,11,2689.52,7.897489762464381
12821.0,214,2,220.8,5.401776074916267
12822.0,71,2,948.88,6.856335660826602
12823.0,75,18,6501.5,8.779941997322807
12824.0,60,1,397.12,5.986753467377863
12825.0,521,2,518.63,6.253117019850299
12826.0,3,12,2955.75,7.991845971131227
12827.0,6,3,430.15000000000003,6.066456057398334
12828.0,3,6,1018.71,6.927273552128017
12829.0,337,3,385.3,5.956614269672236
12830.0,38,6,6814.64,8.826975250212882
12831.0,262,3,451.11,6.113925513056159
12832.0,32,2,383.03,5.950720674536128
12833.0,145,1,417.38,6.0363901104609745
12834.0,283,1,312.38,5.7474165116762626
12835.0,428,41,6043.31,8.706872612613385
12836.0,59,15,6585.62,8.792795597588407
12837.0,173,2,688.41,6.535836159344549
12838.0,34,10,3398.48,8.131377757731087
12839.0,3,26,10071.73,9.217587051255036
12840.0,144,7,4041.97,8.30473484938074
12841.0,5,40,7540.68,8.928200247854255
12842.0,70,4,1917.99,7.559554284946702
12843.0,66,30,6588.41,8.793219093898252
12844.0,29,4,648.6,6.476356788847468
12845.0,267,4,354.09,5.8723712784711255
12846.0,682,1,15.58,2.8081971497071487
12847.0,22,2,1636.8999999999999,7.401170212488334
12848.0,676,1,208.0,5.342334251964811
12849.0,31,6,3090.56,8.036431096864632
12850.0,446,1,330.0,5.802118375377063
12851.0,97,2,284.13,5.652945216619142
12852.0,295,1,311.55,5.744764456377822
12853.0,135,11,3907.5,8.270908947660384
12854.0,79,7,2994.02,8.004706188323581
12855.0,373,4,650.9399999999999,6.479952533152257
12856.0,8,6,2179.93,7.687506670317465
12857.0,211,6,3688.0,8.213110697596676
12858.0,383,1,177.92,5.186938778564647
12859.0,459,1,575.1,6.356281256738337
12860.0,693,1,55.47,4.033709523684745
12861.0,620,1,68.25,4.237723145067448
12862.0,426,2,1008.3199999999999,6.917032115762346
12863.0,52,6,2792.5499999999997,7.935068467432419
12864.0,138,2,299.57,5.705680671939281
12865.0,26,4,3323.47,8.109065541888423
12866.0,283,3,1227.35,7.113427084384307
12867.0,26,13,7913.29,8.976425265196161
12868.0,186,8,2247.06,7.717822901048859
12869.0,682,1,337.66999999999996,5.825026181941565
12870.0,375,3,1676.95,7.42532808920537
12871.0,84,3,744.02,6.613411063656805
12872.0,327,12,3685.4900000000002,8.212430064825998
12873.0,282,3,2027.3,7.614953282764742
12874.0,385,2,948.42,6.855851271831715
12875.0,143,5,1356.99,7.213760944321279
12876.0,58,4,4081.79,8.314535857226844
12877.0,4,20,2955.17,7.991649790563297
12878.0,236,2,854.99,6.752258693830513
12879.0,45,3,573.22,6.353012598149689
12880.0,382,2,640.13,6.463232244470209
12881.0,276,1,298.0,5.700443573390687
12882.0,9,2,1463.04,7.288955016552379
12883.0,25,4,703.47,6.5574457470395595
12884.0,88,1,309.05,5.736733574795887
12885.0,63,3,1175.22,7.0700611857921905
12886.0,68,2,1378.4,7.229403900997191
12887.0,384,1,222.4,5.4089638866351
12888.0,214,2,354.12,5.87245576052578
12889.0,381,4,385.46000000000004,5.957028369786855
12890.0,24,2,717.27,6.576845542929431
12891.0,186,11,840.5,6.735186013630861
12892.0,397,1,263.38,5.577387462151254
12893.0,31,1,188.14,5.242487481587366
12894.0,575,1,157.35,5.064807772984649
12895.0,42,2,372.8,5.923720895021463
12897.0,205,4,514.25,6.244652219770568
12898.0,464,2,310.96000000000004,5.742874974462297
12899.0,414,1,366.4,5.906451172781026
12900.0,422,1,340.33,5.832849751258659
12901.0,9,28,17654.54,9.778804894130932
12902.0,265,1,138.68,4.939354092091292
12903.0,429,1,833.53,6.726868692126177
12904.0,18,2,509.58,6.235547334435847
12905.0,577,2,1018.42,6.926989117097435
12906.0,12,5,2919.81,7.979616254055095
12907.0,396,2,508.91,6.23423423955737
12908.0,176,5,1776.0,7.482681828154651
12909.0,40,8,3103.19,8.040508090769977
12910.0,23,13,5796.52,8.665185518886565
12911.0,552,1,1680.47,7.4274236898079655
12912.0,3,5,1662.3,7.416558859796489
12913.0,5,13,6700.860000000001,8.810140378792292
12914.0,401,1,223.98,5.4160115093646795
12915.0,149,4,1174.75,7.069661520825157
12916.0,139,7,4654.0199999999995,8.445701486157361
12917.0,128,6,4359.2,8.380273206850646
12918.0,626,1,10953.5,9.301505609728274
12919.0,8,6,1335.19,7.197577559553778
12920.0,17,4,488.09000000000003,6.192546521619673
12921.0,9,74,35921.04,10.489106313676533
12922.0,161,1,405.38,6.007288682454868
12923.0,64,3,789.87,6.673133605335479
12924.0,88,12,2469.4,7.8121353598304575
12925.0,5,3,729.3299999999999,6.593496486790971
12926.0,411,4,1548.46,7.345661762115635
12927.0,395,1,197.31,5.289831462897738
12928.0,35,12,4304.89,8.367739131847895
12929.0,312,1,117.85,4.777862193806203
12930.0,78,2,415.8,6.032606490439157
12931.0,22,57,92347.34,11.433323010371083
12932.0,539,8,1698.56,7.438124673014305
12933.0,24,8,1687.03,7.431317447509821
12934.0,737,1,181.65,5.207571753241291
12935.0,2,15,4243.86,8.353464118225153
12936.0,17,4,1063.9,6.970636177021338
12937.0,15,9,3097.61,8.03870890282091
12938.0,26,1,114.14,4.7461487792476635
12939.0,64,20,25264.8,10.13720698158251
12940.0,55,2,913.54,6.818421206622862
12941.0,724,1,377.49,5.936189652449227
12942.0,131,3,942.65,6.849755334684148
12943.0,558,2,496.5,6.209595556598647
12944.0,36,2,604.51,6.406071078133402
12945.0,288,2,900.11,6.803627336726857
12946.0,437,1,324.45,5.785208840018396
12947.0,144,6,1908.03,7.554350538636317
12948.0,16,9,2317.43,7.748645511441289
12949.0,31,22,15526.7,9.650380804724037
12950.0,2,3,1843.0,7.519692404116539
12951.0,9,15,3213.7200000000003,8.075495541121626
12952.0,6,4,1387.79,7.236188143419333
12953.0,10,2,828.8100000000001,6.721196758922804
12954.0,639,1,162.45,5.09650713317022
12955.0,1,11,4757.16,8.46761631787212
12956.0,306,4,521.89,6.259371116895707
12957.0,10,13,8706.97,9.071993977240556
12958.0,400,2,539.49,6.2924761355205066
12959.0,484,1,150.95,5.023551519362802
12960.0,414,4,1322.07,7.187710072768178
12961.0,379,1,211.99,5.361245216250509
12962.0,7,2,266.39,5.588708266810736
12963.0,8,12,3601.59,8.189408310212553
12964.0,437,1,132.24,4.892152013325479
12965.0,89,1,771.91,6.65016261231351
12966.0,10,1,160.18,5.0825217528963655
12967.0,358,3,4306.92,8.368210468001717
12968.0,112,1,135.95,4.919615895709087
12969.0,603,1,122.45,4.8158362157911885
12970.0,7,10,1524.97,7.330385552411315
12971.0,4,116,15972.79,9.67870453302808
12972.0,414,4,1161.2,7.058070039641005
12973.0,414,1,385.55,5.957261225766484
12974.0,198,2,408.95,6.016035201042187
12975.0,437,6,2100.09,7.650211536671941
12976.0,212,8,3156.38,8.057497848751854
12977.0,156,4,517.63,6.251190719483879
12978.0,385,5,2502.82,7.825572844652115
12979.0,729,1,517.7,6.251325681357355
12980.0,158,21,16245.78,9.695650014276662
12981.0,30,2,372.21999999999997,5.922168058105325
12982.0,243,8,2744.81,7.917831392382723
12983.0,598,1,490.08000000000004,6.196607047312639
